Date,y,x1,x2,x3,x4,x5
2011-06-14,2730.040039,2700.378906,2705.143066,2703.344971,2750.288086,2744.300049
2011-06-15,2705.430908,2730.040039,2700.378906,2705.143066,2703.344971,2750.288086
2011-06-16,2664.281982,2705.430908,2730.040039,2700.378906,2705.143066,2703.344971
2011-06-17,2642.818115,2664.281982,2705.430908,2730.040039,2700.378906,2705.143066
2011-06-20,2621.25293,2642.818115,2664.281982,2705.430908,2730.040039,2700.378906
2011-06-21,2646.48291,2621.25293,2642.818115,2664.281982,2705.430908,2730.040039
2011-06-22,2649.321045,2646.48291,2621.25293,2642.818115,2664.281982,2705.430908
2011-06-23,2688.249023,2649.321045,2646.48291,2621.25293,2642.818115,2664.281982
2011-06-24,2746.210938,2688.249023,2649.321045,2646.48291,2621.25293,2642.818115
2011-06-27,2758.22998,2746.210938,2688.249023,2649.321045,2646.48291,2621.25293
2011-06-28,2759.201904,2758.22998,2746.210938,2688.249023,2649.321045,2646.48291
2011-06-29,2728.48291,2759.201904,2758.22998,2746.210938,2688.249023,2649.321045
2011-06-30,2762.075928,2728.48291,2759.201904,2758.22998,2746.210938,2688.249023
2011-07-01,2759.362061,2762.075928,2728.48291,2759.201904,2758.22998,2746.210938
2011-07-04,2812.818115,2759.362061,2762.075928,2728.48291,2759.201904,2758.22998
2011-07-05,2816.354004,2812.818115,2759.362061,2762.075928,2728.48291,2759.201904
2011-07-06,2810.479004,2816.354004,2812.818115,2759.362061,2762.075928,2728.48291
2011-07-07,2794.26709,2810.479004,2816.354004,2812.818115,2759.362061,2762.075928
2011-07-08,2797.772949,2794.26709,2810.479004,2816.354004,2812.818115,2759.362061
2011-07-11,2802.691895,2797.772949,2794.26709,2810.479004,2816.354004,2812.818115
2011-07-12,2754.582031,2802.691895,2797.772949,2794.26709,2810.479004,2816.354004
2011-07-13,2795.476074,2754.582031,2802.691895,2797.772949,2794.26709,2810.479004
2011-07-14,2810.444092,2795.476074,2754.582031,2802.691895,2797.772949,2794.26709
2011-07-15,2820.168945,2810.444092,2795.476074,2754.582031,2802.691895,2797.772949
2011-07-18,2816.687988,2820.168945,2810.444092,2795.476074,2754.582031,2802.691895
2011-07-19,2796.98291,2816.687988,2820.168945,2810.444092,2795.476074,2754.582031
2011-07-20,2794.205078,2796.98291,2816.687988,2820.168945,2810.444092,2795.476074
2011-07-21,2765.894043,2794.205078,2796.98291,2816.687988,2820.168945,2810.444092
2011-07-22,2770.790039,2765.894043,2794.205078,2796.98291,2816.687988,2820.168945
2011-07-25,2688.746094,2770.790039,2765.894043,2794.205078,2796.98291,2816.687988
2011-07-26,2703.025879,2688.746094,2770.790039,2765.894043,2794.205078,2796.98291
2011-07-27,2723.491943,2703.025879,2688.746094,2770.790039,2765.894043,2794.205078
2011-07-28,2708.7771,2723.491943,2703.025879,2688.746094,2770.790039,2765.894043
2011-07-29,2701.729004,2708.7771,2723.491943,2703.025879,2688.746094,2770.790039
2011-08-01,2703.782959,2701.729004,2708.7771,2723.491943,2703.025879,2688.746094
2011-08-02,2679.259033,2703.782959,2701.729004,2708.7771,2723.491943,2703.025879
2011-08-03,2678.485107,2679.259033,2703.782959,2701.729004,2708.7771,2723.491943
2011-08-04,2684.039063,2678.485107,2679.259033,2703.782959,2701.729004,2708.7771
2011-08-05,2626.423096,2684.039063,2678.485107,2679.259033,2703.782959,2701.729004
2011-08-08,2526.815918,2626.423096,2684.039063,2678.485107,2679.259033,2703.782959
2011-08-09,2526.070068,2526.815918,2626.423096,2684.039063,2678.485107,2679.259033
2011-08-10,2549.176025,2526.070068,2526.815918,2626.423096,2684.039063,2678.485107
2011-08-11,2581.508057,2549.176025,2526.070068,2526.815918,2626.423096,2684.039063
2011-08-12,2593.173096,2581.508057,2549.176025,2526.070068,2526.815918,2626.423096
2011-08-15,2626.77002,2593.173096,2581.508057,2549.176025,2526.070068,2526.815918
2011-08-16,2608.166016,2626.77002,2593.173096,2581.508057,2549.176025,2526.070068
2011-08-17,2601.260986,2608.166016,2626.77002,2593.173096,2581.508057,2549.176025
2011-08-18,2559.471924,2601.260986,2608.166016,2626.77002,2593.173096,2581.508057
