Date,y,x1,x2,x3,x4,x5
2020-01-09,9203.429688,9129.240234,9068.580078,9071.469727,9020.769531,9092.19043
2020-01-10,9178.860352,9203.429688,9129.240234,9068.580078,9071.469727,9020.769531
2020-01-13,9273.929688,9178.860352,9203.429688,9129.240234,9068.580078,9071.469727
2020-01-14,9251.330078,9273.929688,9178.860352,9203.429688,9129.240234,9068.580078
2020-01-15,9258.700195,9251.330078,9273.929688,9178.860352,9203.429688,9129.240234
2020-01-16,9357.129883,9258.700195,9251.330078,9273.929688,9178.860352,9203.429688
2020-01-17,9388.94043,9357.129883,9258.700195,9251.330078,9273.929688,9178.860352
2020-01-21,9370.80957,9388.94043,9357.129883,9258.700195,9251.330078,9273.929688
2020-01-22,9383.769531,9370.80957,9388.94043,9357.129883,9258.700195,9251.330078
2020-01-23,9402.480469,9383.769531,9370.80957,9388.94043,9357.129883,9258.700195
2020-01-24,9314.910156,9402.480469,9383.769531,9370.80957,9388.94043,9357.129883
2020-01-27,9139.30957,9314.910156,9402.480469,9383.769531,9370.80957,9388.94043
2020-01-28,9269.679688,9139.30957,9314.910156,9402.480469,9383.769531,9370.80957
2020-01-29,9275.160156,9269.679688,9139.30957,9314.910156,9402.480469,9383.769531
2020-01-30,9298.929688,9275.160156,9269.679688,9139.30957,9314.910156,9402.480469
2020-01-31,9150.94043,9298.929688,9275.160156,9269.679688,9139.30957,9314.910156
2020-02-03,9273.400391,9150.94043,9298.929688,9275.160156,9269.679688,9139.30957
2020-02-04,9467.969727,9273.400391,9150.94043,9298.929688,9275.160156,9269.679688
2020-02-05,9508.679688,9467.969727,9273.400391,9150.94043,9298.929688,9275.160156
2020-02-06,9572.150391,9508.679688,9467.969727,9273.400391,9150.94043,9298.929688
2020-02-07,9520.509766,9572.150391,9508.679688,9467.969727,9273.400391,9150.94043
2020-02-10,9628.389648,9520.509766,9572.150391,9508.679688,9467.969727,9273.400391
2020-02-11,9638.94043,9628.389648,9520.509766,9572.150391,9508.679688,9467.969727
2020-02-12,9725.959961,9638.94043,9628.389648,9520.509766,9572.150391,9508.679688
2020-02-13,9711.969727,9725.959961,9638.94043,9628.389648,9520.509766,9572.150391
2020-02-14,9731.179688,9711.969727,9725.959961,9638.94043,9628.389648,9520.509766
2020-02-18,9732.740234,9731.179688,9711.969727,9725.959961,9638.94043,9628.389648
2020-02-19,9817.179688,9732.740234,9731.179688,9711.969727,9725.959961,9638.94043
2020-02-20,9750.969727,9817.179688,9732.740234,9731.179688,9711.969727,9725.959961
2020-02-21,9576.589844,9750.969727,9817.179688,9732.740234,9731.179688,9711.969727
2020-02-24,9221.280273,9576.589844,9750.969727,9817.179688,9732.740234,9731.179688
2020-02-25,8965.610352,9221.280273,9576.589844,9750.969727,9817.179688,9732.740234
2020-02-26,8980.780273,8965.610352,9221.280273,9576.589844,9750.969727,9817.179688
2020-02-27,8566.480469,8980.780273,8965.610352,9221.280273,9576.589844,9750.969727
2020-02-28,8567.370117,8566.480469,8980.780273,8965.610352,9221.280273,9576.589844
2020-03-02,8952.169922,8567.370117,8566.480469,8980.780273,8965.610352,9221.280273
2020-03-03,8684.089844,8952.169922,8567.370117,8566.480469,8980.780273,8965.610352
2020-03-04,9018.089844,8684.089844,8952.169922,8567.370117,8566.480469,8980.780273
2020-03-05,8738.589844,9018.089844,8684.089844,8952.169922,8567.370117,8566.480469
2020-03-06,8575.620117,8738.589844,9018.089844,8684.089844,8952.169922,8567.370117
2020-03-09,7950.680176,8575.620117,8738.589844,9018.089844,8684.089844,8952.169922
2020-03-10,8344.25,7950.680176,8575.620117,8738.589844,9018.089844,8684.089844
2020-03-11,7952.049805,8344.25,7950.680176,8575.620117,8738.589844,9018.089844
2020-03-12,7201.799805,7952.049805,8344.25,7950.680176,8575.620117,8738.589844
2020-03-13,7874.879883,7201.799805,7952.049805,8344.25,7950.680176,8575.620117
2020-03-16,6904.589844,7874.879883,7201.799805,7952.049805,8344.25,7950.680176
2020-03-17,7334.779785,6904.589844,7874.879883,7201.799805,7952.049805,8344.25
2020-03-18,6989.839844,7334.779785,6904.589844,7874.879883,7201.799805,7952.049805
2020-03-19,7150.580078,6989.839844,7334.779785,6904.589844,7874.879883,7201.799805
2020-03-20,6879.52002,7150.580078,6989.839844,7334.779785,6904.589844,7874.879883
2020-03-23,6860.669922,6879.52002,7150.580078,6989.839844,7334.779785,6904.589844
2020-03-24,7417.859863,6860.669922,6879.52002,7150.580078,6989.839844,7334.779785
2020-03-25,7384.299805,7417.859863,6860.669922,6879.52002,7150.580078,6989.839844
2020-03-26,7797.540039,7384.299805,7417.859863,6860.669922,6879.52002,7150.580078
2020-03-27,7502.379883,7797.540039,7384.299805,7417.859863,6860.669922,6879.52002
2020-03-30,7774.149902,7502.379883,7797.540039,7384.299805,7417.859863,6860.669922
2020-03-31,7700.100098,7774.149902,7502.379883,7797.540039,7384.299805,7417.859863
2020-04-01,7360.580078,7700.100098,7774.149902,7502.379883,7797.540039,7384.299805
2020-04-02,7487.310059,7360.580078,7700.100098,7774.149902,7502.379883,7797.540039
2020-04-03,7373.080078,7487.310059,7360.580078,7700.100098,7774.149902,7502.379883
2020-04-06,7913.240234,7373.080078,7487.310059,7360.580078,7700.100098,7774.149902
2020-04-07,7887.259766,7913.240234,7373.080078,7487.310059,7360.580078,7700.100098
2020-04-08,8090.899902,7887.259766,7913.240234,7373.080078,7487.310059,7360.580078
2020-04-09,8153.580078,8090.899902,7887.259766,7913.240234,7373.080078,7487.310059
