Date,Open,High,Low,Close,Adj Close,Volume
11/1/2017,6758.640137,6759.660156,6691.47998,6716.529785,6716.529785,2056860000
11/2/2017,6709.390137,6719.970215,6677.549805,6714.939941,6714.939941,2262940000
11/3/2017,6737.089844,6765.140137,6712.930176,6764.439941,6764.439941,2195010000
11/6/2017,6763.299805,6790.669922,6763.169922,6786.439941,6786.439941,2166470000
11/7/2017,6785.439941,6795.52002,6750.350098,6767.779785,6767.779785,2205270000
11/8/2017,6764.850098,6791.649902,6753.339844,6789.120117,6789.120117,2110990000
11/9/2017,6737.450195,6758.930176,6687.279785,6750.049805,6750.049805,2235180000
11/10/2017,6736.390137,6757.339844,6727.350098,6750.939941,6750.939941,1973970000
11/13/2017,6727.390137,6766.299805,6723.430176,6757.600098,6757.600098,1973790000
11/14/2017,6733.870117,6743.629883,6709.27002,6737.870117,6737.870117,1983830000
11/15/2017,6700.680176,6725.319824,6667.310059,6706.209961,6706.209961,1908660000
11/16/2017,6742.339844,6806.669922,6742.339844,6793.290039,6793.290039,2002920000
11/17/2017,6794.450195,6797.75,6777.430176,6782.790039,6782.790039,1988090000
11/20/2017,6789.279785,6795.830078,6779.490234,6790.709961,6790.709961,1800880000
11/21/2017,6820.549805,6862.660156,6820.02002,6862.47998,6862.47998,1883550000
11/22/2017,6869.529785,6874.52002,6859.279785,6867.359863,6867.359863,1588200000
11/24/2017,6878.109863,6890.02002,6873.740234,6889.160156,6889.160156,848520000
11/27/2017,6889.910156,6897.430176,6867.890137,6878.52002,6878.52002,1773400000
11/28/2017,6893.720215,6914.189941,6866.209961,6912.359863,6912.359863,2000410000
11/29/2017,6907.279785,6908.330078,6793.950195,6824.390137,6824.390137,2452860000
11/30/2017,6852.799805,6888.649902,6838.47998,6873.970215,6873.970215,2458580000
12/1/2017,6844.040039,6872.169922,6737.160156,6847.589844,6847.589844,2293570000
12/4/2017,6897.129883,6899.22998,6770.689941,6775.370117,6775.370117,2426570000
12/5/2017,6759.140137,6836.450195,6752.319824,6762.209961,6762.209961,2083540000
12/6/2017,6742.069824,6787.419922,6734.129883,6776.379883,6776.379883,1891850000
12/7/2017,6785.740234,6829.290039,6778.200195,6812.839844,6812.839844,1934120000
12/8/2017,6859.950195,6870.47998,6831.609863,6840.080078,6840.080078,1806040000
12/11/2017,6847.640137,6879.799805,6844.879883,6875.080078,6875.080078,1818970000
12/12/2017,6872.709961,6884.799805,6856.299805,6862.319824,6862.319824,1861560000
12/13/2017,6880.410156,6897.620117,6871.870117,6875.799805,6875.799805,1919560000
12/14/2017,6887.379883,6901.129883,6851.629883,6856.529785,6856.529785,1985200000
12/15/2017,6871.549805,6945.819824,6871.450195,6936.580078,6936.580078,3510420000
12/18/2017,6980.399902,7003.890137,6975.540039,6994.759766,6994.759766,2144360000
12/19/2017,6991.25,6995.879883,6951.490234,6963.850098,6963.850098,2071060000
12/20/2017,6991.25,6991.25,6935.419922,6960.959961,6960.959961,1874550000
12/21/2017,6972.879883,6992.629883,6961.209961,6965.359863,6965.359863,1815620000
12/22/2017,6958.02002,6962.259766,6944.450195,6959.959961,6959.959961,1539250000
12/26/2017,6928.919922,6942.140137,6915.560059,6936.25,6936.25,1304340000
12/27/2017,6941.450195,6955.379883,6931.339844,6939.339844,6939.339844,1409540000
12/28/2017,6953.379883,6954.799805,6936.75,6950.160156,6950.160156,1311320000
12/29/2017,6952.609863,6954.97998,6903.390137,6903.390137,6903.390137,1571730000
1/2/2018,6937.649902,7006.910156,6924.080078,7006.899902,7006.899902,1914930000
1/3/2018,7017.069824,7069.149902,7016.700195,7065.529785,7065.529785,2166780000
1/4/2018,7089.5,7098.049805,7072.379883,7077.910156,7077.910156,2098890000
1/5/2018,7105.740234,7137.040039,7097.080078,7136.560059,7136.560059,2020900000
1/8/2018,7135.379883,7161.350098,7124.089844,7157.390137,7157.390137,2051430000
1/9/2018,7174.189941,7181.140137,7148.299805,7163.580078,7163.580078,2107300000
1/10/2018,7129.830078,7154.240234,7111.52002,7153.569824,7153.569824,2122740000
1/11/2018,7168.72998,7211.779785,7163.22998,7211.779785,7211.779785,2009740000
1/12/2018,7208.169922,7265.259766,7205.180176,7261.060059,7261.060059,1976200000
1/16/2018,7307.189941,7330.330078,7205.930176,7223.689941,7223.689941,2377140000
1/17/2018,7257.77002,7309.359863,7229.319824,7298.279785,7298.279785,2238070000
1/18/2018,7293.649902,7313.890137,7276.109863,7296.049805,7296.049805,2026220000
1/19/2018,7312,7336.379883,7297.279785,7336.379883,7336.379883,1997270000
1/22/2018,7338.040039,7408.029785,7332.810059,7408.029785,7408.029785,2106070000
1/23/2018,7424.950195,7465.390137,7423.180176,7460.290039,7460.290039,2119840000
1/24/2018,7474.160156,7486.319824,7376.75,7415.060059,7415.060059,2277010000
1/25/2018,7457.950195,7458.529785,7388.580078,7411.160156,7411.160156,2061450000
1/26/2018,7448.330078,7505.77002,7431.220215,7505.77002,7505.77002,2059010000
1/29/2018,7484.470215,7500.609863,7455.549805,7466.509766,7466.509766,2103380000
1/30/2018,7388.890137,7433.649902,7373.990234,7402.47998,7402.47998,2163980000
1/31/2018,7443.25,7453.990234,7381.120117,7411.47998,7411.47998,2407540000
2/1/2018,7377.169922,7441.089844,7362.279785,7385.859863,7385.859863,2291680000
2/2/2018,7347.589844,7364.430176,7238.180176,7240.950195,7240.950195,2587770000
2/5/2018,7165.959961,7277.359863,6967.529785,6967.529785,6967.529785,3106870000
2/6/2018,6837.560059,7126.549805,6824.819824,7115.879883,7115.879883,3131030000
2/7/2018,7086.200195,7170.339844,7051.529785,7051.97998,7051.97998,2366970000
2/8/2018,7067.299805,7073.990234,6776.77002,6777.160156,6777.160156,2707700000
2/9/2018,6863.339844,6917.009766,6630.669922,6874.490234,6874.490234,3155990000
2/12/2018,6936.680176,7023.620117,6879.689941,6981.959961,6981.959961,2240420000
2/13/2018,6942.160156,7025.680176,6938.160156,7013.509766,7013.509766,1816670000
2/14/2018,6979.240234,7152.049805,6977.069824,7143.620117,7143.620117,2211460000
2/15/2018,7200.75,7256.930176,7130.390137,7256.430176,7256.430176,2110700000
2/16/2018,7236.509766,7303.259766,7226.379883,7239.470215,7239.470215,2019830000
2/20/2018,7209.029785,7295.950195,7206,7234.310059,7234.310059,1911170000
2/21/2018,7258.47998,7338.640137,7218.109863,7218.22998,7218.22998,1946010000
2/22/2018,7252.459961,7280.930176,7194.839844,7210.089844,7210.089844,1911900000
2/23/2018,7261.350098,7337.830078,7232.5,7337.390137,7337.390137,1879460000
2/26/2018,7373.299805,7421.850098,7360.25,7421.459961,7421.459961,1866610000
2/27/2018,7416.169922,7438.089844,7330.350098,7330.350098,7330.350098,2155850000
2/28/2018,7371.410156,7386.799805,7273.009766,7273.009766,7273.009766,2373880000
3/1/2018,7274.75,7307.850098,7117.660156,7180.560059,7180.560059,2489040000
3/2/2018,7099.540039,7267.189941,7084.830078,7257.870117,7257.870117,2287320000
3/5/2018,7222.890137,7350.069824,7205.310059,7330.709961,7330.709961,2066350000
3/6/2018,7366.609863,7378.029785,7319.680176,7372.009766,7372.009766,2112570000
3/7/2018,7311.740234,7403.790039,7311.740234,7396.649902,7396.649902,2192230000
3/8/2018,7422.77002,7435.009766,7391.5,7427.950195,7427.950195,2272110000
3/9/2018,7475.97998,7560.810059,7469.029785,7560.810059,7560.810059,2302930000
3/12/2018,7581.040039,7609.100098,7563.439941,7588.319824,7588.319824,2294440000
3/13/2018,7627.52002,7637.27002,7492.97998,7511.009766,7511.009766,2448830000
3/14/2018,7539.779785,7544.890137,7473.899902,7496.810059,7496.810059,2104450000
3/15/2018,7509.240234,7525.439941,7463.189941,7481.740234,7481.740234,1991570000
3/16/2018,7504.370117,7514.209961,7473.680176,7481.990234,7481.990234,3046990000
3/19/2018,7419.200195,7421.22998,7285.27002,7344.240234,7344.240234,2327430000
3/20/2018,7353.25,7380.740234,7331.240234,7364.299805,7364.299805,1967690000
3/21/2018,7347.5,7415.660156,7325.350098,7345.290039,7345.290039,1988390000
3/22/2018,7257.549805,7303.189941,7164.379883,7166.680176,7166.680176,2347160000
3/23/2018,7170.680176,7194.310059,6992.669922,6992.669922,6992.669922,2390410000
3/26/2018,7125.200195,7225.830078,7022.339844,7220.540039,7220.540039,2326060000
3/27/2018,7255.470215,7255.540039,6963.680176,7008.810059,7008.810059,2325990000
3/28/2018,6978.299805,7036.089844,6901.069824,6949.22998,6949.22998,2518670000
3/29/2018,6984.660156,7120.459961,6935.779785,7063.450195,7063.450195,2554500000
4/2/2018,7016.169922,7044.709961,6805.959961,6870.120117,6870.120117,2394730000
4/3/2018,6924.350098,6963.709961,6835.22998,6941.279785,6941.279785,2328510000
4/4/2018,6811.77002,7059.290039,6811.77002,7042.109863,7042.109863,2254070000
4/5/2018,7099.25,7112.379883,7036.620117,7076.549805,7076.549805,2124660000
4/6/2018,6999.569824,7066.640137,6877.759766,6915.109863,6915.109863,2350540000
4/9/2018,6971.450195,7074.950195,6944.959961,6950.339844,6950.339844,2080900000
4/10/2018,7060.990234,7117.97998,7014.879883,7094.299805,7094.299805,2238770000
4/11/2018,7055,7128.540039,7055,7069.029785,7069.029785,1852120000
4/12/2018,7112.02002,7166,7105.089844,7140.25,7140.25,2021110000
4/13/2018,7179.620117,7183.620117,7078.140137,7106.649902,7106.649902,1743640000
4/16/2018,7153.870117,7178.509766,7115.850098,7156.279785,7156.279785,1795950000
4/17/2018,7215.120117,7298.589844,7206.549805,7281.100098,7281.100098,1913230000
4/18/2018,7292.379883,7319.580078,7259.899902,7295.240234,7295.240234,1893220000
4/19/2018,7258.609863,7277.450195,7215.169922,7238.060059,7238.060059,1963950000
4/20/2018,7220.640137,7222.990234,7123.490234,7146.129883,7146.129883,1921790000
4/23/2018,7173.990234,7195.720215,7094.430176,7128.600098,7128.600098,1737370000
4/24/2018,7160.77002,7171.669922,6961.52002,7007.350098,7007.350098,2149250000
4/25/2018,7009.990234,7030.740234,6926.970215,7003.740234,7003.740234,2026690000
4/26/2018,7080.490234,7143.939941,7055.660156,7118.680176,7118.680176,2127140000
4/27/2018,7195.52002,7197.149902,7083.950195,7119.799805,7119.799805,2027530000
4/30/2018,7133.950195,7169.799805,7065.410156,7066.27002,7066.27002,1987020000
5/1/2018,7053.649902,7133.27002,7036.180176,7130.700195,7130.700195,1929110000
5/2/2018,7138.450195,7169.459961,7094.720215,7100.899902,7100.899902,2144200000
5/3/2018,7065.029785,7112.589844,6991.140137,7088.149902,7088.149902,2345740000
5/4/2018,7065.669922,7228.259766,7057.890137,7209.620117,7209.620117,2022230000
5/7/2018,7241.819824,7291.740234,7235.759766,7265.209961,7265.209961,1939980000
5/8/2018,7255.339844,7278.810059,7224.700195,7266.899902,7266.899902,2054830000
5/9/2018,7281.529785,7344.799805,7259.049805,7339.910156,7339.910156,2241480000
5/10/2018,7355.899902,7414.149902,7353.629883,7404.970215,7404.970215,2233460000
5/11/2018,7393.970215,7417.669922,7372.259766,7402.879883,7402.879883,2083030000
5/14/2018,7429.450195,7458.419922,7401.890137,7411.319824,7411.319824,2075670000
5/15/2018,7361.299805,7363.52002,7320.970215,7351.629883,7351.629883,2114040000
5/16/2018,7356.220215,7413.319824,7356.160156,7398.299805,7398.299805,2083660000
5/17/2018,7379.580078,7425.390137,7350.459961,7382.470215,7382.470215,1931700000
5/18/2018,7364.339844,7381.160156,7343.970215,7354.339844,7354.339844,1966710000
5/21/2018,7406.339844,7431.830078,7368.209961,7394.040039,7394.040039,1949100000
5/22/2018,7420.850098,7432.529785,7370.330078,7378.459961,7378.459961,1908280000
5/23/2018,7335.029785,7426.779785,7334.620117,7425.959961,7425.959961,1980450000
5/24/2018,7421.990234,7435.379883,7357.5,7424.430176,7424.430176,1992460000
5/25/2018,7422.200195,7452.850098,7415.580078,7433.850098,7433.850098,1757660000
5/29/2018,7398.509766,7435.129883,7354.290039,7396.589844,7396.589844,2087370000
5/30/2018,7428.410156,7473.810059,7423.669922,7462.450195,7462.450195,2049450000
5/31/2018,7455.580078,7492.419922,7431.410156,7442.120117,7442.120117,2514610000
6/1/2018,7487.660156,7557.379883,7487.22998,7554.330078,7554.330078,2208600000
6/4/2018,7570.080078,7607.169922,7561.200195,7606.459961,7606.459961,2142790000
6/5/2018,7621.359863,7644.47998,7602.379883,7637.859863,7637.859863,2058630000
6/6/2018,7652.799805,7691.649902,7622.310059,7689.240234,7689.240234,2191750000
6/7/2018,7697.410156,7697.410156,7597.660156,7635.069824,7635.069824,2328280000
6/8/2018,7607.740234,7653.580078,7595.140137,7645.509766,7645.509766,1941580000
6/11/2018,7647.240234,7677.290039,7642.870117,7659.930176,7659.930176,1942940000
